tick,agent_id,recommender,chosen_poi_id,chosen_poi_name,chosen_neighborhood,chosen_score,candidate_poi_ids
0,0,interests,37,Mercat dels Encants,Poblenou,0.38444078442657936,"[37, 43, 50, 20, 38]"
0,1,interests,16,Picasso Museum,El Born,0.7840115296316122,"[16, 11, 13, 17, 28]"
0,2,interests,5,Casa Batllo,Eixample,0.8125933395377265,"[5, 6, 16, 18, 7]"
0,4,interests,3,La Rambla,Barri Gotic,0.7968151714958708,"[3, 31, 32, 37, 39]"
0,5,interests,3,La Rambla,Barri Gotic,0.8245652315911842,"[3, 31, 5, 6, 16]"
0,6,interests,20,Parc de la Ciutadella,Ciutadella,0.8025383752769125,"[20, 38, 3, 31, 16]"
0,7,interests,4,Santa Maria del Mar,El Born,0.8248305992202607,"[4, 10, 14, 15, 42]"
0,8,interests,20,Parc de la Ciutadella,Ciutadella,0.8508463862212889,"[20, 38, 19, 49, 25]"
0,9,interests,9,Barcelona Cathedral,Barri Gotic,0.750874837769377,"[9, 33, 10, 14, 15]"
0,10,interests,19,Barcelona Zoo,Ciutadella,0.9307734581937405,"[19, 49, 25, 26, 44]"
0,11,interests,4,Santa Maria del Mar,El Born,0.782371027890417,"[4, 9, 10, 14, 15]"
0,12,interests,5,Casa Batllo,Eixample,0.8504817944529715,"[5, 6, 16, 18, 7]"
0,13,interests,20,Parc de la Ciutadella,Ciutadella,0.840012858566445,"[20, 38, 19, 49, 16]"
0,14,interests,46,Parc Central de Nou Barris,Nou Barris,0.8016280823531924,"[46, 25, 45, 19, 40]"
0,15,interests,3,La Rambla,Barri Gotic,0.8826987738772227,"[3, 8, 39, 41, 20]"
0,16,interests,22,Magic Fountain of Montjuic,Montjuic,0.7256246626169361,"[22, 37, 43, 20, 38]"
0,17,interests,20,Parc de la Ciutadella,Ciutadella,0.8038460572072214,"[20, 38, 19, 49, 16]"
0,18,interests,3,La Rambla,Barri Gotic,0.7769248236861533,"[3, 31, 1, 5, 6]"
0,19,interests,20,Parc de la Ciutadella,Ciutadella,0.7713486638858501,"[20, 38, 19, 49, 25]"
0,20,interests,38,Barceloneta Beach,La Barceloneta,0.7273078066279113,"[38, 10]"
0,21,interests,10,Basilica de Santa Maria del Pi,Barri Gotic,0.7775380065070466,"[10, 38]"
0,22,interests,20,Parc de la Ciutadella,Ciutadella,0.7483449933798932,"[20, 38, 34, 35, 19]"
0,23,interests,20,Parc de la Ciutadella,Ciutadella,0.8142726474448998,"[20, 38, 19, 49, 25]"
0,24,interests,16,Picasso Museum,El Born,0.8190999954487492,"[16, 3, 31, 20, 38]"
